Epoch,Loss,Diversity,Seed,Generated,Seed text,Generated text,Full text
27,1.0661,0.4,20,60,y excite you—some qu,alities sedvent there will be in the way it was that you are,y excite you—some qualities sedvent there will be in the way it was that you are
27,1.0661,0.5,20,60,y excite you—some qu,alities wes can into the thing. you are the pirsta live can ,y excite you—some qualities wes can into the thing. you are the pirsta live can 
27,1.0661,0.6,20,60,y excite you—some qu,alities sad: “what them is there was in the here coild on th,y excite you—some qualities sad: “what them is there was in the here coild on th
27,1.0661,0.7,20,60,y excite you—some qu,alitemess. and the inner parce. it’s the food of uptorfiting,y excite you—some qualitemess. and the inner parce. it’s the food of uptorfiting
28,1.0423,0.3,20,60,ou in this room (mos,"t a well have to be in and becomes says: “well, it’s really ","ou in this room (most a well have to be in and becomes says: “well, it’s really "
28,1.0423,0.4,20,60,ou in this room (mos,t from the chrass. self the starts in the same to me. and yo,ou in this room (most from the chrass. self the starts in the same to me. and yo
28,1.0423,0.5,20,60,ou in this room (mos,t core groing to like the same thing. what can experience yo,ou in this room (most core groing to like the same thing. what can experience yo
28,1.0423,0.6,20,60,ou in this room (mos,e from the crostan to do is. i can’t go back to be and come ,ou in this room (mose from the crostan to do is. i can’t go back to be and come 
28,1.0423,0.7,20,60,ou in this room (mos,t a mander. is watch gropart. because if i’m going to that p,ou in this room (most a mander. is watch gropart. because if i’m going to that p
29,1.0184,0.3,20,60, destination? in the, way it was to your choper. the bedons is in the universe. y, destination? in the way it was to your choper. the bedons is in the universe. y
29,1.0184,0.4,20,60, destination? in the, way to all there is nothing to bedon’t with a works. it’s a, destination? in the way to all there is nothing to bedon’t with a works. it’s a
29,1.0184,0.5,20,60, destination? in the, persinal place. in the resornal trip to become and concerin, destination? in the persinal place. in the resornal trip to become and concerin
29,1.0184,0.6,20,60, destination? in the, wast on the munt of the fact that i’m who in walking to has, destination? in the wast on the munt of the fact that i’m who in walking to has
29,1.0184,0.7,20,60, destination? in the, semes. his dascentins it thin is motel conming in i cas and, destination? in the semes. his dascentins it thin is motel conming in i cas and
30,0.9979,0.3,20,60,"n, in, further in, o",n the way it all. it’s a good one ming in the place. say not,"n, in, further in, on the way it all. it’s a good one ming in the place. say not"
30,0.9979,0.4,20,60,"n, in, further in, o",n the trip thend this ind your spilitell with and cannice is,"n, in, further in, on the trip thend this ind your spilitell with and cannice is"
30,0.9979,0.5,20,60,"n, in, further in, o","urend, and says: “wewhine says: “what do you do it. it’s lik","n, in, further in, ourend, and says: “wewhine says: “what do you do it. it’s lik"
30,0.9979,0.6,20,60,"n, in, further in, o",n the whole can leve can goon back into that place where the,"n, in, further in, on the whole can leve can goon back into that place where the"
30,0.9979,0.7,20,60,"n, in, further in, o",urend. and you arous that there is not the trople before of ,"n, in, further in, ourend. and you arous that there is not the trople before of "
31,0.974,0.3,20,60,race and eat quick! ,that’s the pracess of the other manting and every god back t,race and eat quick! that’s the pracess of the other manting and every god back t
31,0.974,0.4,20,60,race and eat quick! ,that’s good. now and you factant for downything is to be on ,race and eat quick! that’s good. now and you factant for downything is to be on 
31,0.974,0.5,20,60,race and eat quick! ,that’s the pracess of that pure and it’s not a butterfly. it,race and eat quick! that’s the pracess of that pure and it’s not a butterfly. it
31,0.974,0.6,20,60,race and eat quick! ,that’s hard oner that and a colples from the retarn of the w,race and eat quick! that’s hard oner that and a colples from the retarn of the w
31,0.974,0.7,20,60,race and eat quick! ,to can who hes guru. he’s somender the beat you mant to have,race and eat quick! to can who hes guru. he’s somender the beat you mant to have
32,0.9532,0.3,20,60,hich was powerful an,d something there is a percent of the track there is nothing,hich was powerful and something there is a percent of the track there is nothing
32,0.9532,0.4,20,60,hich was powerful an,d something there is all the tries is the experience of the ,hich was powerful and something there is all the tries is the experience of the 
32,0.9532,0.5,20,60,hich was powerful an,"d something your cant, i can’t pascent. you are the menterel","hich was powerful and something your cant, i can’t pascent. you are the menterel"
32,0.9532,0.6,20,60,hich was powerful an,d the fact that: you are body. the veich her own grea hom. i,hich was powerful and the fact that: you are body. the veich her own grea hom. i
32,0.9532,0.7,20,60,hich was powerful an,d something because that thee wayed and her thing that’s get,hich was powerful and something because that thee wayed and her thing that’s get
33,0.9321,0.3,20,60,ve got to be in the ,world of you’re to go mant that hand in the world of your in,ve got to be in the world of you’re to go mant that hand in the world of your in
33,0.9321,0.4,20,60,ve got to be in the ,"oll of the universe. and the guru is on the were in life, an","ve got to be in the oll of the universe. and the guru is on the were in life, an"
33,0.9321,0.5,20,60,ve got to be in the ,upirets of the wast my mind fart of the guru is the way in t,ve got to be in the upirets of the wast my mind fart of the guru is the way in t
33,0.9321,0.6,20,60,ve got to be in the ,place where the streatime alsaramone. thon you really at tha,ve got to be in the place where the streatime alsaramone. thon you really at tha
33,0.9321,0.7,20,60,ve got to be in the ,olworking he feel! all the stire. you’re blending. and there,ve got to be in the olworking he feel! all the stire. you’re blending. and there
34,0.9109,0.3,20,60,gotta keep eating it,. you go through the doornay that mant you’re going to the d,gotta keep eating it. you go through the doornay that mant you’re going to the d
34,0.9109,0.4,20,60,gotta keep eating it,. you read the armonasithing you’re to bedody an i was aroun,gotta keep eating it. you read the armonasithing you’re to bedody an i was aroun
34,0.9109,0.5,20,60,gotta keep eating it,". he was say has a despercaihe theneget, some is do. we are ","gotta keep eating it. he was say has a despercaihe theneget, some is do. we are "
34,0.9109,0.6,20,60,gotta keep eating it, alara. thing as live in that place where you see that is no,gotta keep eating it alara. thing as live in that place where you see that is no
34,0.9109,0.7,20,60,gotta keep eating it,cel-te it. you may had haping all the same this ledrian. tha,gotta keep eating itcel-te it. you may had haping all the same this ledrian. tha
35,0.8899,0.3,20,60,t’s holding you back, and the get in to the take is love is al agralities insidec,t’s holding you back and the get in to the take is love is al agralities insidec
35,0.8899,0.4,20,60,t’s holding you back, and then you are a trust ffot at the tomes is the seme. and,t’s holding you back and then you are a trust ffot at the tomes is the seme. and
35,0.8899,0.5,20,60,t’s holding you back, and they don’t keep on you see “that’s love it cortaction n,t’s holding you back and they don’t keep on you see “that’s love it cortaction n
35,0.8899,0.6,20,60,t’s holding you back," do enderg to heart harm, it moce and that offerstand. and t","t’s holding you back do enderg to heart harm, it moce and that offerstand. and t"
35,0.8899,0.7,20,60,t’s holding you back," you’re begund in love and the guru supe, maybe the ramady. ","t’s holding you back you’re begund in love and the guru supe, maybe the ramady. "
36,0.8693,0.3,20,60,m this place in our ,"here, and seadhing as letting all the street. you go to the ","m this place in our here, and seadhing as letting all the street. you go to the "
36,0.8693,0.4,20,60,m this place in our ,heart can experience through your farter and coming and calm,m this place in our heart can experience through your farter and coming and calm
36,0.8693,0.5,20,60,m this place in our ,"heart came, and the guru rit’s corl somed and there is a sag","m this place in our heart came, and the guru rit’s corl somed and there is a sag"
36,0.8693,0.6,20,60,m this place in our ,"head? it’s the stire loft the strees all this eaching, and f","m this place in our head? it’s the stire loft the strees all this eaching, and f"
36,0.8693,0.7,20,60,m this place in our ,"heart called, you are all right never will. beyond the beyon","m this place in our heart called, you are all right never will. beyond the beyon"
37,0.8506,0.3,20,60,do you want to do to,tally harmen into he is god in the place where you see that ,do you want to do totally harmen into he is god in the place where you see that 
37,0.8506,0.4,20,60,do you want to do to, know that person allething. there is not a beidy i’m a stak,do you want to do to know that person allething. there is not a beidy i’m a stak
37,0.8506,0.5,20,60,do you want to do to,merd. you fat like through the edeans of a conlect you to le,do you want to do tomerd. you fat like through the edeans of a conlect you to le
37,0.8506,0.6,20,60,do you want to do to,meho. work that’s going or all on your wenter all the precel,do you want to do tomeho. work that’s going or all on your wenter all the precel
37,0.8506,0.7,20,60,do you want to do to,tally. who experienced which is may??” and we’re alpicietely,do you want to do totally. who experienced which is may??” and we’re alpicietely
38,0.8298,0.3,20,60,. can’t live with he,r one can get into the place where you are the love. what ea,. can’t live with her one can get into the place where you are the love. what ea
38,0.8298,0.4,20,60,. can’t live with he,r one crill. seving a that place this something is a beat fa,. can’t live with her one crill. seving a that place this something is a beat fa
38,0.8298,0.5,20,60,. can’t live with he,re. what all a coundictinctocare yourself. you can go back t,. can’t live with here. what all a coundictinctocare yourself. you can go back t
38,0.8298,0.6,20,60,. can’t live with he,"r intole from to that poces, on the disire to the intores. b",". can’t live with her intole from to that poces, on the disire to the intores. b"
38,0.8298,0.7,20,60,. can’t live with he,r hadd not from nother gust does. it mave mas mundifyicated ,. can’t live with her hadd not from nother gust does. it mave mas mundifyicated 
39,0.8113,0.3,20,60,"rned, we are all god",". that’s the place. he’s soiling, and he want to have hear o","rned, we are all god. that’s the place. he’s soiling, and he want to have hear o"
39,0.8113,0.4,20,60,"rned, we are all god",". there’s no maned, and i am riatdhd this is the place where","rned, we are all god. there’s no maned, and i am riatdhd this is the place where"
39,0.8113,0.5,20,60,"rned, we are all god",. there’s the coreal to all. and i sat that sturtlless: your,"rned, we are all god. there’s the coreal to all. and i sat that sturtlless: your"
39,0.8113,0.6,20,60,"rned, we are all god", because you’re not right in of the rate to the same this co,"rned, we are all god because you’re not right in of the rate to the same this co"
39,0.8113,0.7,20,60,"rned, we are all god",", that’s the wory of your innacement dyariting riming. and t","rned, we are all god, that’s the wory of your innacement dyariting riming. and t"
40,0.7924,0.3,20,60,ht! write it down. t,hat’s a sprational man for this boy! i wan do who have all e,ht! write it down. that’s a sprational man for this boy! i wan do who have all e
