Epoch,Loss,Diversity,Seed,Generated,Seed text,Generated text,Full text
9,1.0937,0.7,20,60,ched to your polariz,ed being getting a deston this thing to perstan in love in t,ched to your polarized being getting a deston this thing to perstan in love in t
10,1.0512,0.3,20,60,lf. you only read to, do it. and there is a moment there is the chicken. so and t,lf. you only read to do it. and there is a moment there is the chicken. so and t
10,1.0512,0.4,20,60,lf. you only read to, see the future your ssenes and your thoughts. you are the d,lf. you only read to see the future your ssenes and your thoughts. you are the d
10,1.0512,0.5,20,60,lf. you only read to, your bears. we want you go to get the trip with the other p,lf. you only read to your bears. we want you go to get the trip with the other p
10,1.0512,0.6,20,60,lf. you only read to, heart you’re power with yourself pranee of the teacher and ,lf. you only read to heart you’re power with yourself pranee of the teacher and 
10,1.0512,0.7,20,60,lf. you only read to, the essenty as the desire that you are me there was they be,lf. you only read to the essenty as the desire that you are me there was they be
11,1.0138,0.3,20,60,or twenty years… he ,says love your thoughts. do you say then they have a meaning,or twenty years… he says love your thoughts. do you say then they have a meaning
11,1.0138,0.4,20,60,or twenty years… he ,was some many in the way it’s a messean of the manter him me,or twenty years… he was some many in the way it’s a messean of the manter him me
11,1.0138,0.5,20,60,or twenty years… he ,say: and you don’t stand to happen you can see in the street,or twenty years… he say: and you don’t stand to happen you can see in the street
11,1.0138,0.6,20,60,or twenty years… he ,isn’t is just may and and then you can go to the man an expe,or twenty years… he isn’t is just may and and then you can go to the man an expe
11,1.0138,0.7,20,60,or twenty years… he ,are coming your had into the mantra into hard nough to the u,or twenty years… he are coming your had into the mantra into hard nough to the u
12,0.98,0.3,20,60,at’s the place!when ,"of the senses out you sure, what they have a powen and say t","at’s the place!when of the senses out you sure, what they have a powen and say t"
12,0.98,0.4,20,60,at’s the place!when ,"who is and come one, if you can’t do it in the divine mother","at’s the place!when who is and come one, if you can’t do it in the divine mother"
12,0.98,0.5,20,60,at’s the place!when ,who is drama is a morne in our explittes what you concerff?”,at’s the place!when who is drama is a morne in our explittes what you concerff?”
12,0.98,0.6,20,60,at’s the place!when ,i was surrend on an explring. there’s no all is nothing to b,at’s the place!when i was surrend on an explring. there’s no all is nothing to b
12,0.98,0.7,20,60,at’s the place!when ,what you do me. what all going to be say: once of the guru. ,at’s the place!when what you do me. what all going to be say: once of the guru. 
13,0.9496,0.3,20,60,ulature of your face,. where you do it all this. because it’s a part to be trips ,ulature of your face. where you do it all this. because it’s a part to be trips 
13,0.9496,0.4,20,60,ulature of your face,. see all the birth. it’s all the next one stands in that pl,ulature of your face. see all the birth. it’s all the next one stands in that pl
13,0.9496,0.5,20,60,ulature of your face,", and then you’re all one of being. and the deepering, you c","ulature of your face, and then you’re all one of being. and the deepering, you c"
13,0.9496,0.6,20,60,ulature of your face,". can i say there is not a teacher paranoia, and become at a","ulature of your face. can i say there is not a teacher paranoia, and become at a"
13,0.9496,0.7,20,60,ulature of your face,". right here and dellerment, and is not gottina, you’re tone","ulature of your face. right here and dellerment, and is not gottina, you’re tone"
14,0.9216,0.3,20,60, any relation to a g,ood and there is going to be specially to see the problepiss, any relation to a good and there is going to be specially to see the problepiss
14,0.9216,0.4,20,60, any relation to a g,ave in the down this parasing to the suterness of the way is, any relation to a gave in the down this parasing to the suterness of the way is
14,0.9216,0.5,20,60, any relation to a g,rowing it? i’m going to li? and it is the doesnenler the bei, any relation to a growing it? i’m going to li? and it is the doesnenler the bei
14,0.9216,0.6,20,60, any relation to a g,"ave it? i am where we wall be atways the light here and now,"," any relation to a gave it? i am where we wall be atways the light here and now,"
14,0.9216,0.7,20,60, any relation to a g,uru? so look and his hanodanass is: there is god to do it th, any relation to a guru? so look and his hanodanass is: there is god to do it th
15,0.8971,0.3,20,60,stead of gold… just ,be there are one in this way or don’t can see there is no lo,stead of gold… just be there are one in this way or don’t can see there is no lo
15,0.8971,0.4,20,60,stead of gold… just ,mect the way of the external thinking in yourself. the exter,stead of gold… just mect the way of the external thinking in yourself. the exter
15,0.8971,0.5,20,60,stead of gold… just ,been works brother busies and litillating like i was all the,stead of gold… just been works brother busies and litillating like i was all the
15,0.8971,0.6,20,60,stead of gold… just ,watch the shoulder and they see all the iserns who is the li,stead of gold… just watch the shoulder and they see all the iserns who is the li
15,0.8971,0.7,20,60,stead of gold… just ,not your head this is only wheve when you have be work inthi,stead of gold… just not your head this is only wheve when you have be work inthi
16,0.8782,0.3,20,60,aying “don’t tell hi,m.” the differenes and the immana of the sear so in this muc,aying “don’t tell him.” the differenes and the immana of the sear so in this muc
16,0.8782,0.4,20,60,aying “don’t tell hi,m.” the differenty about that all the spory to any one. so d,aying “don’t tell him.” the differenty about that all the spory to any one. so d
16,0.8782,0.5,20,60,aying “don’t tell hi,m.” the differeness of speakate the messicutes to see behind,aying “don’t tell him.” the differeness of speakate the messicutes to see behind
16,0.8782,0.6,20,60,aying “don’t tell hi,"m.” the divine and absolumije, the other. you can reill the ","aying “don’t tell him.” the divine and absolumije, the other. you can reill the "
16,0.8782,0.7,20,60,aying “don’t tell hi,m.” the interpersisnal was who is only he could speak that t,aying “don’t tell him.” the interpersisnal was who is only he could speak that t
17,0.8584,0.3,20,60,ike that. so buddha ,says: “except real suffering. they’re thing! too surfender. ,ike that. so buddha says: “except real suffering. they’re thing! too surfender. 
17,0.8584,0.4,20,60,ike that. so buddha ,"says: the causeed out for be saybody all this feeling, well,","ike that. so buddha says: the causeed out for be saybody all this feeling, well,"
17,0.8584,0.5,20,60,ike that. so buddha ,says: the causeed from the stores to see the body happens in,ike that. so buddha says: the causeed from the stores to see the body happens in
17,0.8584,0.6,20,60,ike that. so buddha ,now that on the same. wow! de total subule that good smell y,ike that. so buddha now that on the same. wow! de total subule that good smell y
17,0.8584,0.7,20,60,ike that. so buddha ,"says: the dist of mervants, and possications of outall, all ","ike that. so buddha says: the dist of mervants, and possications of outall, all "
18,0.842,0.3,20,60, treasure of awarene,ss. if i’m not to go to the corrop it was always a got manif, treasure of awareness. if i’m not to go to the corrop it was always a got manif
18,0.842,0.4,20,60, treasure of awarene,ss. if you don’t have how it may head and the death. there i, treasure of awareness. if you don’t have how it may head and the death. there i
18,0.842,0.5,20,60, treasure of awarene,d. the decis bust feels muched is no stosures. so is the gur, treasure of awarened. the decis bust feels muched is no stosures. so is the gur
18,0.842,0.6,20,60, treasure of awarene,ss with the universe. the stilive state up with herequility., treasure of awareness with the universe. the stilive state up with herequility.
18,0.842,0.7,20,60, treasure of awarene,ss. there is ags if their life this mand the different being, treasure of awareness. there is ags if their life this mand the different being
19,0.82,0.3,20,60,hru you. you are all, the time. you are all the energy is it. the other. i have a,hru you. you are all the time. you are all the energy is it. the other. i have a
19,0.82,0.4,20,60,hru you. you are all," the energy it is a grogo on the coment of the void, do in o","hru you. you are all the energy it is a grogo on the coment of the void, do in o"
19,0.82,0.5,20,60,hru you. you are all, right now. it would really comes inside your own childhing ,hru you. you are all right now. it would really comes inside your own childhing 
19,0.82,0.6,20,60,hru you. you are all, the whole trip that being the whole game is me of the way i,hru you. you are all the whole trip that being the whole game is me of the way i
19,0.82,0.7,20,60,hru you. you are all, about he. but that’s all the void. so going to be enough of,hru you. you are all about he. but that’s all the void. so going to be enough of
20,0.806,0.3,20,60,is anybody home? sur,"e, it is the sturive that here and now. you have not interri","is anybody home? sure, it is the sturive that here and now. you have not interri"
20,0.806,0.4,20,60,is anybody home? sur,"e, i’ll have some hother in it all the return thing, calm wh","is anybody home? sure, i’ll have some hother in it all the return thing, calm wh"
20,0.806,0.5,20,60,is anybody home? sur,"e, i’ll hive samelint a whill the down in the world of the f","is anybody home? sure, i’ll hive samelint a whill the down in the world of the f"
20,0.806,0.6,20,60,is anybody home? sur,"e, levole lift—d“came being. you get in your dory it, which ","is anybody home? sure, levole lift—d“came being. you get in your dory it, which "
20,0.806,0.7,20,60,is anybody home? sur,"e, i’ll have something in with a messene there is all illusi","is anybody home? sure, i’ll have something in with a messene there is all illusi"
21,0.7886,0.3,20,60, he was inside of me,. and i’d have thing i can do it awareness is the dourte of , he was inside of me. and i’d have thing i can do it awareness is the dourte of 
21,0.7886,0.4,20,60, he was inside of me,"hing how that begun, things non, and more going to be like t"," he was inside of mehing how that begun, things non, and more going to be like t"
21,0.7886,0.5,20,60, he was inside of me,hing the lord. you don’t tel good i can no lording up but it, he was inside of mehing the lord. you don’t tel good i can no lording up but it
21,0.7886,0.6,20,60, he was inside of me,. nothing. and then: you are a mostrooss with the temple and, he was inside of me. nothing. and then: you are a mostrooss with the temple and
21,0.7886,0.7,20,60, he was inside of me,". he have no aching that in, anything. we’re all only see hi"," he was inside of me. he have no aching that in, anything. we’re all only see hi"
22,0.7746,0.3,20,60,treet?” and we’d sta,tt that about the fulfillment. i was our too much energy. yo,treet?” and we’d statt that about the fulfillment. i was our too much energy. yo
22,0.7746,0.4,20,60,treet?” and we’d sta,nd the whole namer and then the whole said of my every dowe ,treet?” and we’d stand the whole namer and then the whole said of my every dowe 
22,0.7746,0.5,20,60,treet?” and we’d sta,nd the suralarjing and sitsed to the formless and its trot a,treet?” and we’d stand the suralarjing and sitsed to the formless and its trot a
22,0.7746,0.6,20,60,treet?” and we’d sta,"tt that harmony and after way, behind the eash with a mistag","treet?” and we’d statt that harmony and after way, behind the eash with a mistag"
22,0.7746,0.7,20,60,treet?” and we’d sta,"tted, and sal straidal stillment you everything this people ","treet?” and we’d statted, and sal straidal stillment you everything this people "
23,0.7644,0.3,20,60,then: no longer are ,you are one and you want how mout a watcing. we’d all the sa,then: no longer are you are one and you want how mout a watcing. we’d all the sa
23,0.7644,0.4,20,60,then: no longer are ,"behind all, in the dance is going to come more that i am it ","then: no longer are behind all, in the dance is going to come more that i am it "
23,0.7644,0.5,20,60,then: no longer are ,"behind any vier, and: if you are exist that you want anyway.","then: no longer are behind any vier, and: if you are exist that you want anyway."
23,0.7644,0.6,20,60,then: no longer are ,it all. and i have it. and then it’s all all still learn it.,then: no longer are it all. and i have it. and then it’s all all still learn it.
23,0.7644,0.7,20,60,then: no longer are ,"behind any one with a whyour liver. surraned being and want,","then: no longer are behind any one with a whyour liver. surraned being and want,"
24,0.7462,0.3,20,60,"right now, always. n","ot feer the illusion, something when very groovy had to get ","right now, always. not feer the illusion, something when very groovy had to get "
24,0.7462,0.4,20,60,"right now, always. n",ot feels everything you see the same one in the woulhicate t,"right now, always. not feels everything you see the same one in the woulhicate t"
24,0.7462,0.5,20,60,"right now, always. n",ot going to iter and not one wands to the game never working,"right now, always. not going to iter and not one wands to the game never working"
24,0.7462,0.6,20,60,"right now, always. n",ot feer necper the place inside is creading mana-youghts thi,"right now, always. not feer necper the place inside is creading mana-youghts thi"
24,0.7462,0.7,20,60,"right now, always. n",obody is the way. it is. it’s a little live in me he is hand,"right now, always. nobody is the way. it is. it’s a little live in me he is hand"
25,0.7346,0.3,20,60,y who is caught in t,he world sees that behind the beautiful stares to the story ,y who is caught in the world sees that behind the beautiful stares to the story 
25,0.7346,0.4,20,60,y who is caught in t,he god to the bible enough! is too much so the store. and th,y who is caught in the god to the bible enough! is too much so the store. and th
25,0.7346,0.5,20,60,y who is caught in t,"he god, trip. you can come because become before you know he","y who is caught in the god, trip. you can come because become before you know he"
25,0.7346,0.6,20,60,y who is caught in t,he body is the way it worked to do… and says: many be comes ,y who is caught in the body is the way it worked to do… and says: many be comes 
25,0.7346,0.7,20,60,y who is caught in t,"hat! but made. there heard and fourding cursel, and level an","y who is caught in that! but made. there heard and fourding cursel, and level an"
26,0.723,0.3,20,60,l trip with a certai,n and part of much is all over me with sees the world? when ,l trip with a certain and part of much is all over me with sees the world? when 
26,0.723,0.4,20,60,l trip with a certai,"n of the firsute of the courselves an wabe, and he is just y","l trip with a certain of the firsute of the courselves an wabe, and he is just y"
26,0.723,0.5,20,60,l trip with a certai,n and more and lama say man in india.” and what is am i ig t,l trip with a certain and more and lama say man in india.” and what is am i ig t
26,0.723,0.6,20,60,l trip with a certai,n god. we come to the love my chusch because your exptass th,l trip with a certain god. we come to the love my chusch because your exptass th
26,0.723,0.7,20,60,l trip with a certai,ntaver and lamats. and i’ll be been plaint. well: if i can r,l trip with a certaintaver and lamats. and i’ll be been plaint. well: if i can r
27,0.7103,0.3,20,60,"almer, and wiser and", that’s the sees of the universe. it’s a good away. and we c,"almer, and wiser and that’s the sees of the universe. it’s a good away. and we c"
27,0.7103,0.4,20,60,"almer, and wiser and", there is a message are we all it. they are the to meetring ,"almer, and wiser and there is a message are we all it. they are the to meetring "
27,0.7103,0.5,20,60,"almer, and wiser and", there’s no harmony. he would say weaks tratteresing myself ,"almer, and wiser and there’s no harmony. he would say weaks tratteresing myself "
27,0.7103,0.6,20,60,"almer, and wiser and", that you don’t were in everything’d the nawaous. not at the,"almer, and wiser and that you don’t were in everything’d the nawaous. not at the"
27,0.7103,0.7,20,60,"almer, and wiser and", the speren offecting that they give up and was weag in hurt,"almer, and wiser and the speren offecting that they give up and was weag in hurt"
28,0.704,0.3,20,60,his moment?” ceases ,to the game know that’s what ego invere can’t go into harmon,his moment?” ceases to the game know that’s what ego invere can’t go into harmon
28,0.704,0.4,20,60,his moment?” ceases ,to the kingdam eternal toughing. and then you have been beli,his moment?” ceases to the kingdam eternal toughing. and then you have been beli
28,0.704,0.5,20,60,his moment?” ceases ,to the way is the world of the street coming the body. but’t,his moment?” ceases to the way is the world of the street coming the body. but’t
28,0.704,0.6,20,60,his moment?” ceases ,"it was about it mestag that, and what you worssion? the mody","his moment?” ceases it was about it mestag that, and what you worssion? the mody"
28,0.704,0.7,20,60,his moment?” ceases ,to the usimp you work at all. he’s doing to the trip there i,his moment?” ceases to the usimp you work at all. he’s doing to the trip there i
29,0.6933,0.3,20,60,"g and all, but two t","hing, and that’s the sible thought with the process. and the","g and all, but two thing, and that’s the sible thought with the process. and the"
29,0.6933,0.4,20,60,"g and all, but two t","hing, and that’s the sible thought of the inner on and each ","g and all, but two thing, and that’s the sible thought of the inner on and each "
29,0.6933,0.5,20,60,"g and all, but two t","hing, you can’t withings that with a beath of this most of t","g and all, but two thing, you can’t withings that with a beath of this most of t"
29,0.6933,0.6,20,60,"g and all, but two t","hing, and to get away is only if he was very then get truch ","g and all, but two thing, and to get away is only if he was very then get truch "
29,0.6933,0.7,20,60,"g and all, but two t","hing, and is art catired to the dreemedd and i have not star","g and all, but two thing, and is art catired to the dreemedd and i have not star"
30,0.6836,0.3,20,60,n go beyond. who’s a,ll the universe and see it all as the external plane into lo,n go beyond. who’s all the universe and see it all as the external plane into lo
30,0.6836,0.4,20,60,n go beyond. who’s a," door, and because i don’t mean speaking drama is going to s","n go beyond. who’s a door, and because i don’t mean speaking drama is going to s"
30,0.6836,0.5,20,60,n go beyond. who’s a,ll the way. it’s so the first thing is the extreme. through ,n go beyond. who’s all the way. it’s so the first thing is the extreme. through 
30,0.6836,0.6,20,60,n go beyond. who’s a," big wort you—some qualitions through your spiritual desire,","n go beyond. who’s a big wort you—some qualitions through your spiritual desire,"
30,0.6836,0.7,20,60,n go beyond. who’s a, go badke understand. you go to beding your dance and then y,n go beyond. who’s a go badke understand. you go to beding your dance and then y
31,0.6744,0.3,20,60,eturn to the roots i,s the energy of the energy or the whole trip when you see th,eturn to the roots is the energy of the energy or the whole trip when you see th
31,0.6744,0.4,20,60,eturn to the roots i,s to be speeastlenes in the syour in your head. it’s a cente,eturn to the roots is to be speeastlenes in the syour in your head. it’s a cente
31,0.6744,0.5,20,60,eturn to the roots i,s the body articute the beings which is the adventure to mys,eturn to the roots is the body articute the beings which is the adventure to mys
31,0.6744,0.6,20,60,eturn to the roots i,"s the first to the tration, and we’d chrother a moves and fo","eturn to the roots is the first to the tration, and we’d chrother a moves and fo"
31,0.6744,0.7,20,60,eturn to the roots i,"s the same trip will get through attachment, or longing it a","eturn to the roots is the same trip will get through attachment, or longing it a"
32,0.6599,0.3,20,60,"s moment, if you set", the place of pure ideas that they are to see that here and ,"s moment, if you set the place of pure ideas that they are to see that here and "
32,0.6599,0.4,20,60,"s moment, if you set", the place of messimation. and the whole sides and send the ,"s moment, if you set the place of messimation. and the whole sides and send the "
32,0.6599,0.5,20,60,"s moment, if you set", the causal plane. and the hunall of so is drama. it’s not l,"s moment, if you set the causal plane. and the hunall of so is drama. it’s not l"
32,0.6599,0.6,20,60,"s moment, if you set", the entire people a lought the ascefferictts and eiper and ,"s moment, if you set the entire people a lought the ascefferictts and eiper and "
32,0.6599,0.7,20,60,"s moment, if you set"," in this moment, in the things to the street of the body . g","s moment, if you set in this moment, in the things to the street of the body . g"
33,0.6514,0.3,20,60,to be really pure. y,ou go on the process. the chicken shell and i’d stand that h,to be really pure. you go on the process. the chicken shell and i’d stand that h
33,0.6514,0.4,20,60,to be really pure. y,ou go on the process. because: there is nothing all the way ,to be really pure. you go on the process. because: there is nothing all the way 
33,0.6514,0.5,20,60,to be really pure. y,ou go on the here! ceats have your sees of the trip out here,to be really pure. you go on the here! ceats have your sees of the trip out here
33,0.6514,0.6,20,60,to be really pure. y,ou’re other stays is the way in which in in ord way in our w,to be really pure. you’re other stays is the way in which in in ord way in our w
33,0.6514,0.7,20,60,to be really pure. y,ou go on the transcelphousceny? there and in the trip is not,to be really pure. you go on the transcelphousceny? there and in the trip is not
34,0.644,0.3,20,60, works. because: we’,re all here and he is going to the world. it’s a mantioute a, works. because: we’re all here and he is going to the world. it’s a mantioute a
34,0.644,0.4,20,60, works. because: we’,re all hard is the energy. you’ve got to gi in the powers on, works. because: we’re all hard is the energy. you’ve got to gi in the powers on
34,0.644,0.5,20,60, works. because: we’,"re all here and his doing that you go through the spirit, or"," works. because: we’re all here and his doing that you go through the spirit, or"
34,0.644,0.6,20,60, works. because: we’,re all harmony at that shall deepers or yourself from anywhe, works. because: we’re all harmony at that shall deepers or yourself from anywhe
34,0.644,0.7,20,60, works. because: we’,re all harmony on the pretent! and the issurre with a secret, works. because: we’re all harmony on the pretent! and the issurre with a secret
35,0.6392,0.3,20,60,seduce you—some qual,ities somether. you another beauty? why he’s not writtent he,seduce you—some qualities somether. you another beauty? why he’s not writtent he
35,0.6392,0.4,20,60,seduce you—some qual,ities reading through love the world of yin there at outer d,seduce you—some qualities reading through love the world of yin there at outer d
35,0.6392,0.5,20,60,seduce you—some qual,ities intereity. what is your own thoughts in the templenes ,seduce you—some qualities intereity. what is your own thoughts in the templenes 
35,0.6392,0.6,20,60,seduce you—some qual,ities seecides. you ant all you know the feeling… in the tea,seduce you—some qualities seecides. you ant all you know the feeling… in the tea
35,0.6392,0.7,20,60,seduce you—some qual,"ities somether. yeah, he is here. you can go beyond me. you ","seduce you—some qualities somether. yeah, he is here. you can go beyond me. you "
36,0.6297,0.3,20,60,nd it was very funny, liven. we am you are all of the tresun things cross the tem,nd it was very funny liven. we am you are all of the tresun things cross the tem
36,0.6297,0.4,20,60,nd it was very funny, liven. when you make and become a lits concerned with your ,nd it was very funny liven. when you make and become a lits concerned with your 
36,0.6297,0.5,20,60,nd it was very funny,". desire, he create of the process but you are mey never exp","nd it was very funny. desire, he create of the process but you are mey never exp"
36,0.6297,0.6,20,60,nd it was very funny,". not everything you want to an the first it, and there’s no","nd it was very funny. not everything you want to an the first it, and there’s no"
36,0.6297,0.7,20,60,nd it was very funny,. i and the exter this guy went everychish? desire. all ligh,nd it was very funny. i and the exter this guy went everychish? desire. all ligh
37,0.6177,0.3,20,60,d: if he’s going to ,"speed the down, relity. but, which you’re not this inture an","d: if he’s going to speed the down, relity. but, which you’re not this inture an"
37,0.6177,0.4,20,60,d: if he’s going to ,be ego on form into this love. what is the way. of did. and ,d: if he’s going to be ego on form into this love. what is the way. of did. and 
37,0.6177,0.5,20,60,d: if he’s going to ,be ego enter the first. that’s the store fast of the univers,d: if he’s going to be ego enter the first. that’s the store fast of the univers
37,0.6177,0.6,20,60,d: if he’s going to ,be ego onty in the regut thing. when you are talk about the ,d: if he’s going to be ego onty in the regut thing. when you are talk about the 
37,0.6177,0.7,20,60,d: if he’s going to ,suffer he sawar… and it’s falling to speak and think much mo,d: if he’s going to suffer he sawar… and it’s falling to speak and think much mo
38,0.6128,0.3,20,60,mple as that! you wa,nt to go on this wants in the spent the way is the chicken w,mple as that! you want to go on this wants in the spent the way is the chicken w
38,0.6128,0.4,20,60,mple as that! you wa,nt to go on the brooldquatibed of eternal ugites through the,mple as that! you want to go on the brooldquatibed of eternal ugites through the
38,0.6128,0.5,20,60,mple as that! you wa,nt to go on thit wants to sita watching. that’s fastend. and,mple as that! you want to go on thit wants to sita watching. that’s fastend. and
38,0.6128,0.6,20,60,mple as that! you wa,nt to go on thit now: wow! that there was in london. it’s he,mple as that! you want to go on thit now: wow! that there was in london. it’s he
38,0.6128,0.7,20,60,mple as that! you wa,nt to change your handing on the universe. i was suffering. ,mple as that! you want to change your handing on the universe. i was suffering. 
39,0.5999,0.3,20,60, spit and polish. al,l but i’m do it. if you go back into your dying. well: if yo, spit and polish. all but i’m do it. if you go back into your dying. well: if yo
39,0.5999,0.4,20,60, spit and polish. al,l but it is the kin’t thing. and you are teacher can go back, spit and polish. all but it is the kin’t thing. and you are teacher can go back
39,0.5999,0.5,20,60, spit and polish. al,l but i’m do is. it’s all the same to anyone from conceencp , spit and polish. all but i’m do is. it’s all the same to anyone from conceencp 
39,0.5999,0.6,20,60, spit and polish. al,l but i’m do it. if you are the despairneds. it’s the same h, spit and polish. all but i’m do it. if you are the despairneds. it’s the same h
39,0.5999,0.7,20,60, spit and polish. al,l business. he stoply going on the amarthe and man lives wit, spit and polish. all business. he stoply going on the amarthe and man lives wit
